ImageName,ImageFolder,Width ,Height,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z,22x,22y,22z,23x,23y,23z,24x,24y,24z,25x,25y,25z,26x,26y,26z,27x,27y,27z,28x,28y,28z,29x,29y,29z,30x,30y,30z,31x,31y,31z,32x,32y,32z
Boy_(108).jpg,boys photos,3350,4188,1699.08127,1283.29145,-6098.29248,1768.29222,1184.12796,-5914.98991,1808.62788,1188.26187,-5914.80501,1842.59229,1191.63179,-5915.81218,1654.07151,1159.06382,-5978.14929,1608.10659,1147.15948,-5978.71517,1563.67419,1135.3555,-5979.07339,1871.35256,1205.74205,-4606.59264,1462.35282,1127.60617,-4910.78598,1743.44978,1387.40298,-5579.86524,1607.608,1357.0785,-5666.67059,2038.71622,1607.35715,-3362.08556,1073.38243,1426.89828,-4037.47936,2209.22457,2330.26212,-3465.0243,993.3322,2259.57901,-4402.58053,2008.36214,2815.97724,-4077.29946,1666.45369,2765.67221,-4974.35189,1953.81497,3008.31298,-4413.34464,1716.62117,2960.97199,-5393.68175,1840.6165,2957.82772,-4516.80174,1897.37588,2861.02369,-5351.57697,1836.58006,2881.41025,-4127.68399,1863.13471,2788.96365,-4955.60436,1685.92345,2371.68052,257.60468,1180.45655,2309.68584,-257.43059,2082.52085,2675.67593,-2628.41965,1143.39737,2593.94546,-4105.92535,1519.09053,2876.8269,615.40172,1062.9351,3414.49382,-2072.54386,1393.11961,2840.18031,910.182,1065.29277,3547.99487,-1922.56495,1472.47617,3246.45726,161.63008,1190.41357,3883.13989,-3163.31972
Boy_(109).jpg,boys photos,2624,3936,1179.84763,1210.66958,-4877.2533,1313.93924,1015.94718,-4611.48244,1401.40285,1007.99622,-4612.61855,1469.54589,1001.63025,-4610.34415,1051.40123,1022.9229,-4581.30331,974.24916,1023.21779,-4580.04333,905.80449,1022.89075,-4581.8673,1573.98184,1059.4716,-2583.25806,829.12562,1088.64436,-2355.53996,1364.00386,1417.31548,-4113.90137,1056.67575,1420.06433,-4056.91734,2108.98661,2142.61614,-1233.52133,433.20772,2135.19444,-1014.51594,2603.24053,3675.12142,-3697.30306,-18.21597,3731.31093,-2882.47811,2133.58186,2734.70988,-8459.13844,298.8942,2965.44327,-7496.25404,2038.72212,2568.72318,-9310.50217,511.09394,2736.89217,-8265.55145,1953.63786,2379.0992,-9099.39183,503.28366,2535.36955,-8169.91753,1922.26069,2421.33306,-8476.86449,491.10413,2579.85513,-7551.33278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(11).jpg,boys photos,3097,1936,1880.63434,558.91711,-3691.23755,1860.30317,490.76016,-3704.38667,1930.91043,484.69704,-3704.42359,1955.64402,472.64944,-3704.61335,1805.65106,522.52616,-3669.53613,1783.52821,523.96432,-3669.84699,1761.51168,522.78631,-3670.44175,1999.30771,390.54867,-3261.38348,1730.57106,457.99923,-3103.77392,1935.74166,563.40798,-3479.31702,1872.51602,582.1881,-3433.23126,2223.7405,407.55979,-2676.41742,1608.92663,523.61237,-2396.18637,2503.94478,933.07415,-2807.79447,1723.3159,994.75424,-2485.43741,2314.57186,1423.23074,-3068.80302,1867.62719,1450.00298,-2831.33317,2342.89215,1538.53891,-3335.08917,1838.59879,1586.40447,-3049.62447,2235.67257,1539.21777,-3369.63328,1887.91959,1553.74318,-3158.10298,2221.7321,1477.40897,-3089.73875,1921.07388,1487.84525,-2888.18215,2202.76952,705.51688,-44.03166,1892.40748,767.81133,45.00124,2276.4573,987.44884,-1455.08042,1875.84907,1231.1846,-1358.47684,2246.89746,1399.6824,98.06334,2018.96252,1428.46227,398.63126,2223.26922,1436.62932,228.79206,2067.56746,1427.64286,564.09896,2308.27955,1640.81048,-286.4228,2025.83594,1647.11333,156.3347
Boy_(110).jpg,boys photos,2510,3766,1235.36257,842.25751,-3240.17125,1330.463,727.87221,-3108.22866,1385.02297,735.57875,-3108.98837,1434.02217,747.46674,-3108.88215,1159.55076,738.33368,-2999.01986,1109.02467,749.40662,-2998.39719,1068.9536,762.22757,-2999.61769,1539.9806,848.63676,-2049.94658,1038.97866,869.80887,-1528.90335,1359.13411,1005.57505,-2848.87361,1143.44662,1009.61643,-2706.73527,1928.07932,1728.16399,-1797.17352,832.80853,1724.72117,-209.85651,2162.15277,2917.90107,-2635.17134,473.74267,2718.72787,-1101.41614,1392.0457,2625.03027,-4186.84243,516.11493,2527.11329,-4381.58642,1148.65282,2652.14795,-4595.51849,505.82918,2557.87324,-4816.97523,1112.61375,2482.72054,-4433.13344,573.7705,2378.70939,-4814.53902,1159.85192,2456.10366,-4117.4912,604.53747,2348.43116,-4451.54087,1657.06445,3407.60878,-499.09227,1033.11449,3371.13986,508.7346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(111).jpg,boys photos,2548,3822,1196.33036,1263.6263,-1969.33139,1269.60488,1164.69263,-1765.3426,1316.24899,1166.61773,-1764.27706,1354.54504,1169.27273,-1763.80003,1121.98233,1171.93149,-1786.93889,1069.2905,1177.36109,-1786.76211,1023.10626,1182.19793,-1787.35821,1397.40031,1230.56678,-706.14207,957.88486,1245.77713,-780.16479,1297.05958,1389.03627,-1598.08436,1094.61655,1398.78638,-1621.35519,1698.91427,1923.04289,-578.26406,739.6255,1914.74655,-787.95859,2079.50983,1721.51432,-2770.4764,302.3996,1753.77332,-3245.73751,2209.59299,994.24392,-4696.69677,395.08565,1055.46325,-5542.62887,2137.63984,790.32718,-5159.60061,425.45699,834.0268,-6071.86065,2063.80392,724.03335,-4979.82898,496.46147,781.43209,-5822.27499,2068.6482,811.32769,-4706.14538,512.39082,854.9834,-5541.62894,1531.38068,3535.7519,72.44566,843.37107,3544.76744,-63.42213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(112).jpg,boys photos,2624,3936,1525.30341,1539.05636,-6781.05692,1588.57201,1260.96349,-6285.2776,1646.89438,1253.12772,-6287.88577,1702.84866,1246.36925,-6288.92303,1346.25389,1286.38094,-6459.61269,1228.90987,1297.50867,-6458.32205,1104.12673,1309.34538,-6460.8833,1684.57192,1369.81594,-3264.63751,861.62193,1442.46619,-3918.17042,1628.35411,1795.81107,-5634.40886,1305.51586,1837.28341,-5834.92511,2441.43845,2730.38543,-1381.12494,215.3716,2896.62691,-3352.92271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.93246,2399.23337,-12669.68442,0.0,0.0,0.0,828.01571,1669.63548,-13864.08594,0.0,0.0,0.0,812.16329,1573.19592,-13644.36908,0.0,0.0,0.0,850.00177,1775.89039,-12738.30511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(113).jpg,boys photos,2624,3936,1157.71964,1398.5094,-2985.4492,1187.08164,1252.90191,-2752.92297,1243.1619,1245.9052,-2753.01743,1294.26316,1240.57078,-2752.14283,1004.6141,1288.34645,-2717.44898,940.17513,1307.83101,-2716.75455,876.32206,1329.57081,-2719.46063,1313.04399,1315.12907,-1431.54945,747.36852,1441.05505,-1213.44064,1265.87477,1563.24731,-2513.49469,1062.61349,1617.14333,-2446.35481,1887.01365,2121.79856,-1079.25027,354.56787,2661.37928,-458.36269,2226.13215,713.59932,-1290.0557,64.48994,3758.49776,-258.24087,1160.62388,853.99543,461.43628,0.0,0.0,0.0,946.43992,852.93878,463.62196,0.0,0.0,0.0,931.8646,920.18352,948.33528,0.0,0.0,0.0,1019.48055,957.61527,615.90624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(114).jpg,boys photos,2624,3936,1335.25253,982.90698,-3299.04765,1398.43949,857.97197,-3220.0878,1435.5069,861.15836,-3220.44033,1472.49267,863.81665,-3221.08815,1264.47316,845.48095,-3197.27242,1207.36901,840.51204,-3198.40258,1152.41165,838.35463,-3199.92938,1526.97755,898.64735,-2434.69563,1054.55141,879.12784,-2330.96505,1392.8922,1097.80329,-2975.21703,1223.59829,1106.59859,-2946.61537,1851.86592,1495.97464,-1791.16451,682.76494,1509.42519,-1851.66119,1871.62817,2434.63627,-1911.9486,591.88921,2460.74158,-1842.29064,963.96021,2459.42991,-2638.47631,1050.2648,3346.41581,-2287.96341,727.95066,2461.59648,-2909.05029,1144.10659,3595.85464,-2494.47113,714.94571,2299.44367,-2745.55484,1257.93014,3553.93632,-2512.50763,785.02424,2284.27348,-2556.956,1236.66392,3469.50825,-2283.87677,1578.9337,2961.40457,-5.40708,879.0132,2969.07705,8.32082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(115).jpg,boys photos,2624,3936,1459.52314,1194.49739,-5027.86242,1526.87807,1003.20514,-4671.41936,1584.65976,1004.37183,-4673.17419,1639.89928,1006.09734,-4674.43887,1332.01593,1002.98274,-4768.43588,1244.32851,1006.70356,-4766.78896,1158.55678,1013.74543,-4769.17129,1662.72217,1113.20668,-2620.77435,947.90088,1145.01005,-2940.49565,1564.65947,1412.43173,-4265.45267,1279.65563,1427.5909,-4367.2842,2302.16085,2272.38446,-1245.34255,287.14491,2455.49326,-2134.6773,0.0,0.0,0.0,192.42492,3714.12267,-2146.31569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(116).jpg,boys photos,2624,3936,909.90412,922.58375,-3130.68839,963.94481,750.69958,-3259.57132,1006.53112,752.77301,-3259.65922,1057.05846,755.83482,-3261.02305,892.42269,748.13395,-3051.38571,876.56722,746.716,-3052.01382,859.97447,744.89125,-3053.64323,1246.22779,807.08662,-3157.38913,1019.30163,797.03642,-2190.58638,1033.40586,1071.41751,-3026.07227,936.66695,1055.11113,-2747.42135,1853.61106,1380.62672,-2551.52851,736.54788,1423.34187,-1627.45698,1796.66675,2357.47435,-2034.78046,610.41963,2306.15053,-1138.61209,1504.53424,3131.5386,-2134.95992,1074.60926,2935.21996,-1580.51165,1445.57845,3388.78527,-2410.24114,1166.74845,3211.51131,-1760.40622,1348.83375,3337.49852,-2525.29949,1244.9725,3167.06607,-1889.33826,1357.59652,3236.9046,-2155.54266,1237.21047,3069.54781,-1627.27337,1588.2456,2903.20028,-96.85038,909.15229,2906.23324,98.37462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(117).jpg,boys photos,4160,6240,2400.77162,1363.10426,-3475.54909,2352.03426,1178.66343,-3299.11226,2375.17296,1179.82944,-3300.12119,2397.48447,1180.60641,-3301.55809,2224.68094,1178.66753,-3483.59102,2147.17234,1183.55101,-3485.10851,2055.2336,1192.51468,-3487.06512,2260.16037,1244.69344,-2172.66661,1788.18002,1283.70438,-3032.4921,2448.6989,1560.10879,-3019.81936,2272.16909,1565.64036,-3267.15181,2812.78881,2286.1839,-1461.75142,1116.20349,2420.09781,-2537.23185,2974.89704,3548.39315,-451.37325,793.10444,3626.38378,-2107.31749,3018.1035,4760.6771,-794.74559,1392.93787,4420.81218,-2216.46444,3055.49566,5077.77377,-1047.06028,1507.2299,4705.70131,-2426.22498,2900.33737,5052.17586,-1293.87922,1645.03281,4543.82306,-2561.40625,2860.82024,4934.05366,-889.69265,1632.55371,4445.00233,-2241.11591,2482.39578,4538.65803,237.03568,1754.49144,4648.95736,-235.62653,2346.06697,6036.52067,813.17357,2053.65599,6076.4964,336.38868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(118).jpg,boys photos,4990,3327,2737.00698,1499.0164,-2798.55804,2827.75617,1381.57543,-2533.42997,2870.11932,1385.70889,-2533.37703,2908.33812,1389.98216,-2532.37589,2677.5727,1358.10508,-2612.81447,2620.99104,1345.69161,-2612.01826,2574.18196,1335.10759,-2614.24688,2937.99428,1435.44053,-1101.05652,2499.29366,1368.85558,-1465.98302,2803.92006,1641.51793,-2277.49046,2627.39019,1623.93892,-2387.26801,3139.03245,2017.21403,-475.37659,2008.70017,2088.51903,-786.18725,3682.44291,1803.32521,-771.42958,1752.67411,2961.63458,-687.89694,3211.38131,1172.98709,-700.29511,0.0,0.0,0.0,3078.21514,997.86961,-851.91643,0.0,0.0,0.0,3008.12077,1037.1841,-557.33295,0.0,0.0,0.0,3038.0937,1130.24907,-634.70566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(119).jpg,boys photos,5370,3580,2934.75284,1492.79106,-6566.83362,3037.11472,1365.91811,-6382.83675,3093.83812,1371.42045,-6383.6792,3153.55231,1377.03545,-6384.11706,2847.95309,1343.20225,-6440.17406,2780.34484,1338.03941,-6442.23087,2712.00553,1334.98545,-6444.73899,3237.81385,1446.64482,-4586.92376,2604.80936,1403.66564,-4842.96227,3030.66101,1668.34985,-5829.77132,2799.496,1656.0239,-5907.3663,3626.76751,2249.39683,-2746.44965,2068.13331,2294.68303,-3271.50835,3716.56606,3316.19728,-1996.13745,1837.41689,3483.30454,-2696.04906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
