ImageName,ImageFolder,Width,Height,EyeDistance,EarDistance,EyeToNoseDistance,EyeToMouthDistance,MouthWidth,ShoulderWidth,NeckDistance,WaistDistance,ShoulderToWaistDistance,HipToKneeDistance,KneeToFootDistance,ShoulderToElbowDistance,ElbowToWristDistance
Boy_(112).jpg,boys photos,2624,3936,453.57385822276063,1053.3897708441689,493.58126247384916,837.4804435417267,382.29734129627536,2978.4217794191754,1006.5374597720378,0,0,0,0,0,0
Boy_(113).jpg,boys photos,2624,3936,311.36921043205837,619.2071889103819,286.25386978789794,410.4222185196872,220.7434991239679,1739.2638698696019,802.5708052784609,0,0,0,0,1308.022816338225,2054.931409353082
Boy_(114).jpg,boys photos,2624,3936,230.12785535057918,484.07386032823155,160.2081533036852,353.71407182285924,171.91812068520792,1170.742442650511,402.5849956617667,700.0971564775923,2337.3810115320525,0,0,951.1500410795506,1127.603433131576
Boy_(115).jpg,boys photos,2624,3936,352.97949211463873,783.7108144298577,364.03844899089637,578.5764222520874,303.0291236036159,2210.143517658771,952.5002105414659,0,0,0,0,1262.2421797517068,0
Boy_(116).jpg,boys photos,2624,3936,245.03859862174784,993.1284136605638,177.50279503199218,415.44564750814686,295.4160624501297,1450.3664794484794,459.192686808702,706.6043611230529,2574.7857027567206,0,0,1061.7714033498776,865.7190968745219
Boy_(117).jpg,boys photos,4160,6240,293.6297692067882,981.6247640924437,243.46870986724315,466.06835762103816,303.9189248933068,2013.2046191691434,883.90472926005,874.882983690601,3007.5027160111426,1588.6656370494213,0,1472.8206601015115,1131.064703882841
Boy_(118).jpg,boys photos,4990,3327,264.2928785462628,574.5112183039918,262.4103382178727,360.4871672026091,208.62149237027185,1174.4525246278088,443.41864567482435,0,0,0,0,784.9587463090079,790.1172630324407
Boy_(119).jpg,boys photos,5370,3580,320.65655848029803,684.1765948033099,206.74855205183144,625.5962804132026,244.15194411043063,1645.3200441755307,613.591319956664,0,0,0,0,1323.9611634783855,0
Boy_(12).jpg,boys photos,3264,4928,237.76495790150832,471.737591998162,191.3163972181828,391.2816669260127,182.29953857597636,1220.3129618180878,525.6600683983717,732.7997014083172,1913.8453071034517,0,0,1546.8556081100646,1428.9570502227316
Boy_(120).jpg,boys photos,3449,5173,329.74493142625744,1401.4603387515435,176.25857535200524,354.4329886060434,410.06634611641147,2459.0515761100964,738.7776837826614,1021.3676371830909,2593.9114574986834,0,0,1322.6755401043838,1127.2171392857329
Boy_(121).jpg,boys photos,5430,3620,355.6284034590215,666.9363564481213,292.36915754325713,525.5537490110612,268.52152111925204,1671.929460742029,701.4070475723249,0,0,0,0,1095.4896561036858,0
Boy_(122).jpg,boys photos,6720,4480,293.3357164771862,636.1032916069671,211.37568104197175,541.4466488246386,208.94877639601384,1710.9278191503884,451.94894739950297,945.0049645492231,3095.4503566896415,4376.154474691504,0,1404.7972528701373,1370.0205377057698
Boy_(123).jpg,boys photos,6100,4067,304.286915699119,583.649504248085,201.23086219708975,442.2064362558823,206.32294639371256,1535.2024175297101,599.8812035227428,999.8686792240974,2044.9172299632626,0,0,1055.423314507706,1107.7192156401654
Boy_(124).jpg,boys photos,612,408,27.38420896027491,70.62187640637777,24.389064436375993,46.30198997889779,22.952540011471495,146.42343433882365,55.13023301598223,81.27244068464663,237.04822579191907,0,0,201.70216680362546,218.61549848638592
Boy_(125).jpg,boys photos,3456,4608,283.71613276263304,550.0063565045963,220.07224576835796,434.1912914531518,236.54181549726522,1492.9957682459872,847.6349372366233,0,0,0,0,1406.6214587030483,0
Boy_(126).jpg,boys photos,6000,3376,315.9140882381175,550.2153295847879,254.99014982217466,494.38779158015757,249.1903226686583,1571.202373058251,743.1993594335435,0,0,0,0,1274.5708859368833,0
Boy_(127).jpg,boys photos,4480,6720,279.36378233924535,496.5323279835125,201.0065260197786,355.17490338757256,200.52452575637534,1304.6220476835501,646.1600083086782,660.8957931997643,2470.742426341257,2077.721427298676,2859.174110529796,1138.4173108386901,1232.041907777544
Boy_(128).jpg,boys photos,2904,3073,260.66675345923164,542.1491840865444,163.45713275343036,363.87742700557664,200.48998053392168,1473.3227777175453,563.7707035374743,0,0,0,0,990.956126681627,1133.636205642423
Boy_(129).jpg,boys photos,3999,5000,191.67968024545024,490.7089746093528,160.12910393942954,260.0358732452307,181.43158933652265,1030.5864327715653,570.8870889522393,637.7800601325062,1156.3354453753334,2903.280391344313,1392.604944298917,868.2916938423621,1321.4104137327463
Boy_(13).jpg,boys photos,5184,3456,64.49000472852437,172.10525616187957,53.2833810949762,189.13752681708334,52.77266501815675,423.0227776690553,103.52080476606807,222.10822310500427,787.9542692566353,491.5875188647151,1032.0875282583181,439.6104704016275,517.2152452455645
Boy_(130).jpg,boys photos,3408,4000,342.86697890028523,648.7359380478129,237.11497482548694,437.4392007895177,248.74931782269763,1647.3823348311528,678.1434339462828,852.0062524409888,3921.1775580390345,0,0,1443.7315449371445,1934.1673370028398
Boy_(131).jpg,boys photos,4592,3448,264.33887144118285,1141.1027503132552,148.27316440254776,289.5370658684814,335.6225944338246,1661.686466401811,786.8969161193336,0,0,0,0,1018.9198574122494,0
Boy_(132).jpg,boys photos,4000,6000,934.7868781908321,2563.18746098045,663.8815170571374,1247.282696812484,788.8117201644526,7140.596836833954,1891.5885721523882,0,0,0,0,0,0
Boy_(133).jpg,boys photos,5304,7952,359.25784343525606,695.6422511213784,220.1348143739973,474.57805556927195,268.88655714388074,1816.7132122033556,818.7755573390488,1105.039468802669,2596.3658372304585,1821.9255886518736,0,1477.228512267955,1300.1029563989416
Boy_(134).jpg,boys photos,5184,3456,92.81981595269906,321.1471962863568,71.54578900299393,119.40404266867034,97.86670716868852,569.5204828080639,196.7770463298107,279.5432384071933,729.9460166036945,442.9740600471506,707.4183106270547,283.9623637303881,307.5381958629228
Boy_(135).jpg,boys photos,4000,6000,167.6272899304078,457.01476684849064,134.67211533883716,242.63384386062302,158.47036235059971,985.129528986343,431.27550212828,567.963833507194,1430.9002688355906,1178.5878686196859,1101.1913040370969,832.4947958922228,646.8433952943195
Boy_(136).jpg,boys photos,4000,6000,125.0883701608691,317.25105238466426,99.11708804982527,232.27551389837282,116.63964254952523,847.3690016233336,289.73521502574425,405.76886820696984,1464.8378897136838,808.2469677597735,1171.962044856396,637.155884574818,680.4909729617613
Boy_(137).jpg,boys photos,3000,4000,335.79393934023807,1028.6033681653992,333.14522822464534,451.405445079785,293.5466298803591,1855.3387920664106,698.9160777375171,0,0,0,0,1108.567568149577,1895.5272074284542
Boy_(138).jpg,boys photos,3456,5184,166.00036140040564,301.5838343954055,118.12503145422842,239.5103001360999,133.53553449043446,853.1610913951456,372.2261937563555,474.1159470042566,1464.4205084273385,1103.8685129931991,1377.5185989021584,738.7070107334341,760.7344618566148
Boy_(139).jpg,boys photos,3024,4032,349.74032383683544,640.6752773126971,203.7059500847683,501.35499393135376,247.77822373645617,1655.1934585201184,591.4216959185594,895.475770628762,3625.3246933008395,0,0,1264.447581473067,0
Boy_(14).jpg,boys photos,4000,6000,246.31768887147734,947.5592945558448,137.70275806313055,314.1330811995816,283.37102632813975,2285.223755653006,381.843284015972,1806.73430121573,1579.7699992997436,1048.6439100124564,1213.4840462375969,875.0081801329007,973.6545046451673
Boy_(140).jpg,boys photos,3712,5568,392.5245496464805,705.6119923091115,217.84096500770954,660.4667497322589,229.95612798493414,2003.7501080040256,372.0719050848755,1017.322431357255,2802.1062212761653,4683.003241791221,0,1700.7160973572381,1849.6138376103995
Boy_(141).jpg,boys photos,4000,6000,459.25045211710136,931.9599883961387,274.3684496064396,834.7144028350536,314.89842432921273,2256.586037434399,322.132483223912,1134.4517766276422,4670.81516346278,0,0,2441.7965886318825,2423.4772876087395
Boy_(142).jpg,boys photos,4000,6000,197.42360826987488,423.2351996565397,195.09697572757295,292.8400587570845,144.47657860687616,1116.7887171788004,514.2227079841531,775.6686535629764,1645.5334428881526,2800.3526273935186,1599.1636292576666,798.6280906293333,1122.913856861558
Boy_(143).jpg,boys photos,4000,6000,143.13681511041864,467.7012937626644,136.25299889318254,253.4306758188707,139.31832747274865,837.3736213482872,364.98669603722607,379.07054779377546,1484.3012156776924,740.9273986486573,1347.65753839942,621.8434327866961,922.1771011060557
Boy_(144).jpg,boys photos,5212,7814,254.7848354990175,458.07010120277283,236.69703455034846,420.4487273130442,161.26576632043447,1405.4832755256675,653.8100970488224,1282.8752436120478,1736.0581940046202,3164.327094067808,2199.878852942028,1196.114847899603,1245.0391150011164
Boy_(145).jpg,boys photos,6000,4000,162.13454002563012,410.9824080877968,173.2791595108534,339.3088313126788,123.8524660952383,1088.1074467383,445.94006024587145,585.4946400448504,1850.402478669921,0,0,799.6576943596638,1051.4184924694905
Boy_(146).jpg,boys photos,6000,4000,238.26317571719161,918.7292231547352,215.7608663608041,289.53245330665163,275.75457908332504,2101.9014811944053,624.7297694790541,1934.7622250659292,1766.5410304552113,1413.5690340076849,1505.2408223055859,1395.6715766001198,1583.3193646456111
Boy_(147).jpg,boys photos,881,1264,98.65539023127175,189.4662050749199,70.29595653957935,145.45460014125803,67.26396146752656,449.3842790949629,208.57827209906904,298.6228773760967,709.0154730211895,0,0,345.17207917512155,477.27235910822867
Boy_(148).jpg,boys photos,997,1773,104.29013536533695,299.49650341307995,70.02892397062995,102.26098799139622,89.59670783256267,722.682192399461,174.97454466748047,555.7402598547407,530.577055962406,433.6660575350828,0,332.81654852443194,451.4074684766457
Boy_(149).jpg,boys photos,5760,3840,467.31020916587295,1947.2806618252907,206.3003563072674,548.6044266296907,574.3590261967562,2746.634797494163,1183.9713196616644,0,0,0,0,0,0
Boy_(15).jpg,boys photos,5715,4000,342.76914193156693,1077.9105995759048,225.07261552515922,344.9791657009725,316.4005078035878,2227.1807251138157,843.3309072035148,0,0,0,0,1287.802019907077,0
Boy_(150).jpg,boys photos,5000,4285,247.87355310397103,575.0466970599031,190.9019618998593,327.8168579121716,205.37879710981207,1452.1221921992717,646.8553378184539,927.0811617026742,1673.5350888605933,0,0,1284.4573558432105,1768.021850368605
Boy_(151).jpg,boys photos,3333,5000,253.077341148812,522.7803785045783,227.15844170927625,341.36936778937906,202.2527759782214,1268.9227858824213,587.6876217777741,771.4724964536695,2036.215458548423,2020.0269626934064,0,1327.8617218231698,1883.9947633059878
Boy_(152).jpg,boys photos,6000,4000,336.67655117096695,614.3461231380081,239.2446231543954,502.1423829117946,263.8656527581003,1681.0793975276674,651.7151421188503,0,0,0,0,1139.710570244854,0
Boy_(153).jpg,boys photos,6000,4000,478.3297352328213,1483.5008945398733,259.22769096552867,582.7170193882147,458.0499874564693,3981.7466357606404,714.5762538629762,0,0,0,0,1549.8305908075006,1221.9631235186066
Boy_(154).jpg,boys photos,6000,4000,393.6721525527281,805.7187958573898,318.1119024331273,431.2761898957634,283.718254676011,1810.6347840973613,719.189034703499,0,0,0,0,1685.9738001936735,1603.0013420883768
Boy_(155).jpg,boys photos,1536,2304,213.94693760436465,385.89398881825434,214.2100196277367,314.08937360648036,154.0889468345536,894.2568860456,302.1337698083556,0,0,0,0,884.1112714808552,1154.5016009152955
Boy_(156).jpg,boys photos,3648,5472,133.78670764892755,319.13302416705005,114.18445834321481,209.5748982476931,96.42016536818589,687.0891873171544,327.06646538469784,384.0689461808197,1138.4242041026002,750.5008925126705,1053.7951998468316,593.8530852413837,707.304631061867
Boy_(157).jpg,boys photos,4160,6240,146.21250845817153,450.6799201443202,185.61607772310822,220.65396809042016,141.81850763286312,949.5106160420537,470.616804347829,497.25450922237223,954.1932707236674,2744.4088360878773,2123.625194677132,1326.9838976040091,1656.5921269531182
Boy_(158).jpg,boys photos,2670,4005,214.82135545536923,376.25076476160507,128.65659788637984,246.60432066127166,152.8840802769406,967.486219632371,442.76003655970175,595.4634891930503,1439.9203687722818,0,0,786.783603631563,728.7250756629018
Boy_(159).jpg,boys photos,2592,3240,245.45229040778483,663.2967788232717,149.29425161938576,282.82215814808234,219.14932499561496,1392.2962870728293,379.0874464170766,859.265141856445,1532.9840635067387,0,0,780.9140908883542,856.4254988179307
Boy_(16).jpg,boys photos,5684,3789,318.8918238078927,660.2195421447624,216.02211106808366,459.7265798980469,246.23591529915592,1642.2262825942864,654.6583863510511,0,0,0,0,1427.4830898362434,1842.79862142504
Boy_(160).jpg,boys photos,4000,6000,400.43119530603855,696.3930877389705,232.7998961850623,479.9926573923886,280.3254407632139,1805.4259783004527,603.5806174336573,980.2988009344274,2450.179525453861,0,0,1911.688291542681,1079.9368048506824
Boy_(161).jpg,boys photos,490,612,47.546525727498754,85.95888353277338,39.32894437012032,76.44045086342523,36.90588631516658,241.52115858864892,105.55310990394665,143.95346198908732,424.2041403710951,0,0,171.43236929675115,334.35460907892764
Boy_(162).jpg,boys photos,5650,3767,264.9614664424165,1078.5097401720045,148.6093179115052,392.5518098744475,319.07575035981966,1678.0510731375082,735.3377408803909,1076.18123059505,2098.2648635602627,0,0,1259.8773061530135,1439.0235239639374
Boy_(163).jpg,boys photos,5760,3840,478.0738997918664,1446.6621053875026,246.53945587398147,616.196024756745,446.80049710744305,2806.143988418076,553.5513863550582,0,0,0,0,1571.6710202803563,0
Boy_(164).jpg,boys photos,5472,3648,301.42669986833323,1153.7311567680358,169.29890280010878,377.32358231176624,336.31267352045234,1876.5329319760913,598.8725628123975,796.7484915865759,2666.4305515939986,0,0,1147.2836515222828,1036.402297768423
Boy_(165).jpg,boys photos,3648,5472,296.4568756178716,579.4458963351104,220.24739324075787,399.17474527086523,218.0398155991673,1579.432154225068,666.2381372819473,826.8315076430478,2076.4766475873334,0,0,1191.678077478562,1408.2699979556419
Boy_(166).jpg,boys photos,612,440,22.973134375430792,103.81785007641653,9.76389675033487,18.974138997368232,30.416924793499422,224.21136579688036,40.68876971715903,154.73153148534433,98.0941545896003,97.93192060672578,135.6798446997248,58.14152417434381,63.060749775604634
Boy_(167).jpg,boys photos,2205,3110,114.46417298116742,319.41704099832515,91.53288180675423,204.5318404321035,99.45729273534202,767.1112749576444,316.14606705832176,445.99504720480803,1139.9152611852194,822.1603887382471,0,604.707937520813,474.46768179994905
Boy_(168).jpg,boys photos,6720,3776,383.5933500894975,810.5489204551947,275.4703709082511,497.4314098445304,330.82252461411093,2011.3645312720657,982.7105519626668,0,0,0,0,1584.7461448406186,2887.8359635403067
Boy_(169).jpg,boys photos,6720,3776,383.5933500894975,810.5489204551947,275.4703709082511,497.4314098445304,330.82252461411093,2011.3645312720657,982.7105519626668,0,0,0,0,1584.7461448406186,2887.8359635403067
Boy_(17).jpg,boys photos,6458,4480,322.1633611672965,833.5288911970778,235.63573141482243,436.7332165621469,280.5720438109105,1875.6512747053262,499.5919354622264,0,0,0,0,1872.8232373885312,2239.499662385403
Boy_(170).jpg,boys photos,3456,5184,249.2172972582312,574.8220564318511,194.44324499575748,335.6681717653013,184.46495505857203,1244.720269146023,400.3177267103006,758.700307595189,1414.4900345519018,3256.22135998766,1513.764848549788,1139.501168234086,1549.8564786135807
Boy_(171).jpg,boys photos,5472,3648,232.02482644211196,683.5242315516437,153.44110055783315,316.16018832772335,221.3111052345104,1893.7686907852112,402.50521068949377,1087.8406250002104,1600.1980953955554,1073.300967721917,0,1097.0006136632164,765.8865514839297
Boy_(172).jpg,boys photos,4674,5843,477.72631756971833,964.6740177818087,322.00547615015836,634.403178765114,363.8071290078121,1971.4418970589754,668.2135099708856,1090.6153297535632,3574.952742313073,0,0,1483.3423543586978,1962.637009126293
Boy_(173).jpg,boys photos,4380,5476,506.12218838098806,885.831103426202,310.0581564175631,630.6845021986271,379.6947390538253,2346.9796860708475,1107.2463947907838,0,0,0,0,1707.186916789416,0
Boy_(174).jpg,boys photos,4854,3236,223.36538456751043,394.2443556763559,144.68540309363942,382.456350844085,160.59893432942508,1009.9019446113659,344.6135660947868,642.9318249196533,1849.3698153957962,0,0,906.5251787524338,933.476927403317
Boy_(175).jpg,boys photos,3168,4752,278.4015187285482,777.6477171559552,202.2669336776979,368.7109717228272,238.06349594075982,1631.117731437601,663.0554861772684,864.3134163522053,2289.322215452276,0,0,1194.8645532294865,1264.4294542385628
Boy_(176).jpg,boys photos,306,612,24.201993829835587,46.38516005564062,21.11511042781568,38.270353367875046,18.14851921085849,114.60974802542931,55.91486786415667,64.62512607837064,187.26838157124448,121.14274553221114,209.4051793084056,96.0949806173743,137.30631563675857
Boy_(177).jpg,boys photos,1004,1600,40.68458625344124,86.78567269137574,38.177029430186444,80.04338824883864,30.141880986099686,199.80663006024923,81.35826785295545,118.4073351092309,353.99568401653517,386.36250625263904,412.10085992037307,214.25595918860833,233.670050795824
Boy_(178).jpg,boys photos,1600,1128,73.48723384523473,144.16066277182586,65.78592424860156,89.3057963459058,54.465220374736404,366.05796290866846,188.36180707318826,256.3361525871218,632.9861279425697,376.8369943271614,825.8499394054414,315.27226055146804,246.4858822355725
Boy_(179).jpg,boys photos,3896,5844,162.6949205218657,722.4770199090497,96.78356157372087,195.38312952399994,209.89772215709343,1143.2432782787032,543.5754787199758,569.0161902470079,1328.398496692226,1055.8712598305292,1053.654296094573,804.732848959268,679.3875630612462
Boy_(18).jpg,boys photos,4480,6720,384.0960551241766,1565.0752341979512,170.60411682118806,388.0645275669965,458.4824538662159,3398.7424074696605,770.3170638567829,1653.423826826926,2276.3806940769146,1665.6127813522417,0,1224.2818797960558,1221.1090650249644
Boy_(180).jpg,boys photos,3561,5341,250.3708530695454,435.47186694841474,183.1616797033709,288.8189173262052,189.05179890948185,1168.3096455506975,641.2278474916903,731.1948902798429,2015.8348938097172,1268.0721405638328,0,1077.2443555682105,1056.8308206423267
Boy_(181).jpg,boys photos,5304,7952,541.0128955189979,997.6210684005331,334.1997559092217,941.5065687428962,345.09436584129924,1972.9348718582291,132.77815861340187,1112.0562331514209,6028.001044174464,1781.7869061556303,4146.01116001437,3855.3499812211435,4271.292559538169
Boy_(182).jpg,boys photos,3808,5704,353.0808837996612,657.0163592825919,318.5473141986746,323.7160751049089,237.88017924527867,1416.3942302996077,321.85478075101184,1079.4383284681287,2337.9896871329593,2669.982195942585,2971.3924272994363,1911.19794093989,1596.661692410725
Boy_(183).jpg,boys photos,4000,6000,406.7169843071069,774.7707774493707,261.0570918759189,528.5632965475942,332.3212400779959,1925.9070713093938,1043.9246865250248,1191.5205978010808,3175.1037445838742,0,0,1703.0879866576686,1713.6967854961931
Boy_(184).jpg,boys photos,3648,5472,407.1626472672666,1516.043060297394,336.8246177675122,445.9198166107726,454.54214732910856,4784.457811267891,1065.905571353976,3006.182837544089,3395.111384698606,0,0,1801.397044087824,1496.8882894393164
Boy_(185).jpg,boys photos,5380,3648,292.20237493819553,1253.129089815883,170.6513001064852,444.2422710604837,371.4124154778292,2041.9553806274364,735.0361571091511,0,0,0,0,983.8135656689633,1575.07375617967
Boy_(186).jpg,boys photos,5081,7621,471.06996004976247,940.9685160791925,295.3599791095735,521.0611007743529,390.50669672271033,2361.841309097003,1105.199955267173,1186.9784188639803,3115.6556178125916,1960.1245851765677,0,1613.4593869287633,1454.9970021992106
Boy_(187).jpg,boys photos,5504,8256,565.7729762282136,1415.3075478850224,304.68510683105654,599.4834636513548,502.5096901392989,3511.266311106625,1195.1797745611013,2105.4905641009304,3713.1622172343364,4273.9532446746125,2678.5250602397214,1928.2677468540464,2414.8191973641924
Boy_(188).jpg,boys photos,7952,5304,633.0761612431706,1137.9828230599799,393.4641575843044,813.9423394770365,439.7407364102261,2803.129983621644,1232.203482712613,0,0,0,0,0,0
Boy_(189).jpg,boys photos,4200,2800,94.03665565885845,234.01346293016258,95.72514481675674,188.48273858896277,83.45931964402182,573.3932990819121,240.99131804357424,296.22276392290433,999.9618357478889,611.5973724702799,1203.6021567457424,463.4590785977982,676.6560924606683
Boy_(19).jpg,boys photos,6720,4480,352.4473269449752,715.9076458714183,199.85351552264103,512.2737964941662,280.28431571275826,1818.7341944101954,594.2890511631803,1319.4990961308638,2305.560531191241,0,0,1226.2159545275183,1750.1150073720746
Boy_(190).jpg,boys photos,4000,2667,381.27787283397004,821.3355702174892,336.9713955812977,581.8558457737017,287.89233310255065,1786.3792615534649,645.2795233463484,0,0,0,0,0,0
Boy_(191).jpg,boys photos,7589,5062,667.1430901916326,1194.6071275746212,531.7324470075965,920.2066467860782,496.75106698031664,3231.558320317681,1083.2379390730782,0,0,0,0,2778.778074701848,0
Boy_(192).jpg,boys photos,3415,4236,354.2817172644704,631.8875644541235,260.038642203248,499.7005905986398,275.0708937124347,1724.2667236283905,731.3886767760625,0,0,0,0,1406.0167075336012,0
Boy_(193).jpg,boys photos,3744,5616,583.0513582505934,1805.4451711706247,438.7032006520414,869.0917503496437,564.0549679758263,3310.1625089253553,1179.203418352629,0,0,0,0,2051.992162744654,0
Boy_(194).jpg,boys photos,7952,5304,288.7773718907482,545.8601404615364,220.999045121446,353.3438821338372,206.06355201299152,1578.501194823592,640.2092795410715,1141.5896849818084,2275.003644976969,1902.6531103168013,3789.0825149010498,1009.5554410663894,1459.3214650071407
Boy_(195).jpg,boys photos,4328,2885,288.2798634626389,835.9461518764934,214.96879702023676,346.1685153960276,252.8661540653328,1502.914341936957,642.8467712952779,0,0,0,0,1163.192019229963,1399.2786798764992
Boy_(196).jpg,boys photos,5760,3840,142.509001105125,317.96329065740184,129.73827308215033,293.02099533400207,103.14117719223728,719.6285203415633,75.7567039028201,414.1495136777328,1864.8458325260747,2507.0875451390593,1573.4618234920379,731.7107271326299,930.6951298430365
Boy_(197).jpg,boys photos,2423,3744,242.95884891200183,463.9849213183746,175.74781267770155,330.06240791093876,187.18596780000928,1207.1093751703966,591.1899472230159,0,0,0,0,936.7198824491016,1181.9385932492219
Boy_(198).jpg,boys photos,3632,5456,535.5231686087391,2256.3247914278772,318.2656830601431,781.3806480124091,679.2451600526573,2973.54629968686,1191.2311594175796,0,0,0,0,1563.459887195609,0
Boy_(199).jpg,boys photos,3265,4898,266.16924764186945,889.5631796528268,151.86380263282646,451.52552854143875,274.3784059343944,1555.8959942711872,547.0738204418406,946.5040635070883,2586.687670239833,2541.960444294345,0,1480.9937447690522,1616.0002329467295
Boy_(2).jpg,boys photos,3479,5218,144.82447882910893,274.1646180363538,119.08405784862263,240.9703787431383,113.51144236737368,837.5407805197563,360.47817817901944,523.5834143713364,1282.9214015289328,997.5130745579957,1306.4795368107598,600.451663844306,722.1016396550692
Boy_(20).jpg,boys photos,2918,3648,333.3679029115768,644.9449633460237,219.1961255743217,404.30540177097544,255.01253328355827,1395.5857684781863,520.6725019129752,754.8719993134398,2212.407543994295,0,0,1311.1308690741257,1235.1968495441615
Boy_(200).jpg,boys photos,2000,3000,196.7815199181552,495.8542267090553,114.6069480070621,287.1697711437072,156.99550684884244,989.9492123044454,370.5492145016106,518.0715783050676,1830.6818292334792,871.9887341978052,0,873.1895281444095,755.2574914831093
Boy_(201).jpg,boys photos,4000,5672,478.8765342356044,1657.8275010740915,247.5260105450346,620.1333480041274,494.17454106523223,3278.9783727613863,940.8838596774988,1691.1255567636167,2973.7686083398366,0,0,2497.693272555398,2894.7079031524004
Boy_(202).jpg,boys photos,3837,5755,321.3352968709957,574.1194413601552,242.67368066135518,442.3196371085786,233.87896137003085,1597.3683817365973,641.8923998921438,908.2777584856536,2175.02315192781,0,0,1336.7077126447566,1530.4091039355046
Boy_(203).jpg,boys photos,3456,5184,117.59607366916666,246.60191222249153,151.95392159410505,147.3702018647447,93.68393936228921,673.0243515198437,329.47655392682384,432.1904379271586,1120.2308061359734,1888.6757144718968,960.0535362865609,613.9902599739557,501.56282452049913
Boy_(204).jpg,boys photos,987,1300,91.45267971475855,201.8083053679383,46.719386513006015,124.57855177237106,59.439160345693764,462.8976488377798,110.4408751377298,264.94590378960646,598.4078666160136,0,0,407.7428401732283,379.6766638183767
Boy_(205).jpg,boys photos,2629,3324,333.7196308890305,815.9309648127322,195.72870961604096,434.11989584861453,297.6532893187055,1627.0528354340738,707.5740113344779,0,0,0,0,970.7479362239022,0
